,text,Labels
943,"Baat angreji ka nahi hai mere gawn me 3 tak padh ke chhoda huaa ladka hai Jo ladka to hai par deemag ladki ka hai .bagal ke gawn me chhoti ladki hai par deemag ladke ka hai .

Ye aaj se nahi bahoot pahle se hai bhai .ye padhai likhai aur angreji ka asar nahi hai .
Aap yogi baba channel dekhiye .",Not-Hope
822,"Mentality disorder, aap jaise teachers se aise baate sobha nhi deti",Not-Hope
909,Aaj kl kai variety h lmao 😂😂😂😂,Not-Hope
181,mard s aourat bante hai y log to inke saving bhi nhi aati kya,Not-Hope
164,ye sb mehre thay sale hhhh mardangi chor kar awargi par utar aaye 🤣🤣🤣🤣,Not-Hope
1523,Male ...female ki taraf aur female ..male ki taraf.. lekin yeh gmail kiski aur attract hota hai😂😂😂,Not-Hope
451,Yhi sb ko dekh ke  oro ko bhi  himat milti hai..jo jesa hai vesa hai is liye inka mjak  na bane..tbi indian aae bdege,Hope
1311,5:36 isme taras khaane wali baat kyu hai it is normal!!!,Hope
1111,"Sir yahi chije mujhe hamesha se samjh me nhi aa rahi thi .
Lekin ab 100%samjh me aa gaya .
Thanks sir ❤️❤️❤️",Not-Hope
1287,Gay be like :-) dost dost na rha 😂,Not-Hope
327,Gazal also came in satyamev jayate season 2,Not-Hope
1790,He said Atractiin nai ho raha he to gadbad he ...😂🤣,Not-Hope
2837,Intex sex mind blowing🤯,Not-Hope
2007,हेलीकॉप्टर से हेलीकॉप्टर टकराने जैसा,Not-Hope
1858, @Eren Yeager  English bolna sikhle pehle . Ulta fulta typing krke khud ka bezti kr ne agaya . 🙂,Not-Hope
312,Sahi kaha,Not-Hope
832,Ye sab logo ko bhagwan ne banaya hai isliye kisi ko torcher na kare,Hope
1201,Yeh ek umbrella term hai.,Not-Hope
2476,Mujhe samajh me aa gaya 🙏🙏,Not-Hope
2108,Badi himmat chahiye aisi honest video banane k liye 👏👏👏,Not-Hope
2870,Sir inter sex me reproduction hota hai ya nhi ?,Not-Hope
1481,Apka padhaneka tarika bahot achha he sir ....keep going...gbu,Not-Hope
777, @AN UJ  bhai ye  log aisa kyu krte he ladke se ladki banke ye maa banega kya ladka ye confusion he🤔🤔,Not-Hope
799, @Deepak Kushwaha  mat kra bhai..bhagwan ne jaisa banaya h usko accept kr..,Not-Hope
54,Is video ke analytics check krlena discrimination dikh jayega buddy,Not-Hope
1920,shemale kya hota hein,Not-Hope
2761,Thank you Khan sir 😄,Not-Hope
2308,Sir  जो लड़के लडकियों की तरह behave करते हैं उनको क्या कहते है और वो क्यों होता है,Not-Hope
1701,Acha ji,Not-Hope
2998,8:23  par hai ye,Not-Hope
987,Bahut achha samjhaya apne first baar iske baare me video dekha aur first time hi samajh aa gaya,Not-Hope
2306,Aur jisey koi sey v attraction naa ho too usey Kya kahtey hey,Not-Hope
1394,Ghatiya video,Not-Hope
768,Aisa nahi karna chahiye samaj main purush aur stri dono ki saman aavashyakta hain.isiliye jo prakriti banati hain uska swikar karna chahiye.kuchh chize prakriti ke hath main hi rahni chahiye.,Not-Hope
2834,He wrongly speaking abt transgender n there is nothing called intersex it's called trans sex.,Not-Hope
285, @MANASH SHUKLA  wo sahi h me samjh rahi apki bt pr wo gey ni tha suruwat me wo ek ladka tha but mekaup krte krte ladkiyo ki adaye usme aagya ok wo agar suruwat se asa hota to me samjhti eski problem but ye to ladka hoke femouse hone ke chakkar me pura ladki ban gaya ye sahi ni h na ek hote h gey jo peida hote hi hote h or dusre hote h wo log jo peida hote to sahi h but unko wo psnd ni aata or bante kuch or h,Not-Hope
2819,U look so good in pink shirt,Not-Hope
428,agla janm ap dekhe haa kya kisi ka jii😂😂😂,Not-Hope
2079,Sir inter sex ko details me samjaye...,Not-Hope
722,Bkwas,Not-Hope
951,Na east dekho na West dekho khan sir ko best dekho 🥰🥰,Not-Hope
989,Iska koi dawai nahi,Not-Hope
2984,"And ye bahut kam dekha jata hai is a very wrong fact. He needs to change his facts. Koi mental takleef nahi hai.
What is he even talking about.",Not-Hope
2174,Sir kiy inter-sex me reproduction kar ne ki kaabiliyat hoti hai kiy?????,Not-Hope
326,Mujhe pehle ldka bnne ka shok tha 😂😂😂 I'm happy jo bhgwaan bnaye h mujhe wo hi acha h... Ab acha lgta h mujhe ny to pehle ldka jaisa sb hrkt krte the 😂😂 next janam me girl hi bna chahenge hm 😇,Hope
1383,Sir mai aapke channel pr kal hi ayi hu  .. Aap bohot ache se samjhate ho pr sir esme 1 or type ke log hote h  jo ladka to hota h pr wo khud ko andar se ladki jaisa mahsoos krta h koi ladki h to khud ko ladka jaisa mahsoos krti h or koi koi to apna gender hi change kr leta h aise logo ko kya kahte h sir,Not-Hope
1724," @Santosh Mahali  jab tak mein jinda hun me LGBQ community ke khilaf ladunga
Transgender are natural unki koi galti nahi 
Par LESBIAN GAY CAN be straight again
Tum ek APPLIED FORCE KA FRICTION KYUN BAN RAHE HO😂😂",Not-Hope
1086,"Sir,inter-sex kya hota h",Not-Hope
341, @Shorts JK hub   what others Do with their body is none of your Business,Not-Hope
147,Mujhe bhi ladki banne ka saukh hai qki ladkiyon ko devi ka roop bhi mante hai shadi ke baad sab sasural me kahte hain laxmi aai hai kash mai ek ladki hota to mai ek handsome good looking ladke se shadi karta aur apne husband se khub sare pyar karta romance karta 🥺🥺🥺but mujhe god ne boy banaya hai 😭😭😭agar mai ek girl hota to sabse sundar aur model bollywood queen hota sab boys mere piche marte 😘😘😘,Hope
2501,Foren county ki tarah India me v LGBTI ko Samman milna chahiye,Not-Hope
1107,Aisi chij ko jo aasan bhasha mein samjha de use Khan Sar kahate Hai,Not-Hope
848,कोई दिक्कत नही सर ❤️🤟,Not-Hope
966,बहुत अच्छा समझाया 👌,Not-Hope
2633,,Not-Hope
661,Jo govt aur law red light area ko business aur sex workers ko nichta bhari nazro se dekhta hai wo kya award dega,Not-Hope
1002,"ha aap shi hai, but reaserch papers ne btaya hai ki ham monogamist (ek sathi) nhi hai
ham any jivo se alag nahin hain yadi aap ise is tarah se deke ki  pyar sirph ek samajik nirman hai, ek vyakti jo lgatar aapke aas-pas ho usse lgav ho jata hai
jo kisi bhi vyakti ke lie kabhi bhi bdal skta hai..hme jivan  me1 se adhik logo se  pyaar ho jata hai, ryt?...aapko kya lgta hai?",Not-Hope
2503,Thank you brother,Not-Hope
3063,"In Biological way..
Which have both sexes (XX & Yx) are called Bisexual...
It's not mentality it's another Topic like Hermaphrodit..",Not-Hope
2836,Kya fark padta hai yar 😴 jub tak o hame harm ni karte tub tak hame .1% bhi problem ni hone chahiye kisi bhi community  ⚧  ke log hain 😂 apne desh ka hissa hain,Not-Hope
1879, @Meme Bharati official  pahle too Jan le,Not-Hope
3009,Hi,Not-Hope
1203,"Vo to bhot detail me gai to, but abhi from India's not so developed point of view Aisa samjhana bhi ok hai",Not-Hope
1990,Bhai homo or hetero attraction ko mentality nahi sexuality kehte hai aur yeh koi rog nahi hai.... Both are natural,Hope
24,पूरा साक्षात्कार हिंदी में था परन्तु यहाँ सारे कॉमेंट अंग्रेजी में हैं।।।।।।। ऐसा क्यों भाई।।,Not-Hope
3002, @Amisha Singh Chauhan  khan sir also told its all normal/ but to make you understand he used this word,Not-Hope
2171,Bhagvan  sabko normal hi banaye,Hope
2506,👌👌knowledgeable video     informative👌👌,Not-Hope
2461,"Yeah , mein yahi bolne wala tha",Not-Hope
875,Pahele mai iss mamle me bohot confuse tha.... Thank u sir ji.... Mera confusion dur karne ke liye....,Not-Hope
2878, @oggy jack  are you serious? Who told you ki shaadi bache ke liye karte hai? Effin change your mentality first before saying sh*t.,Not-Hope
938,मोदी भी gay है क्या,Not-Hope
2679,Sir ye phale homo sexual kyo Nahi tha,Not-Hope
3189,Why,Not-Hope
385, @Karan Kumar  aapki baat bilkul sahi NAHI hai to main kyun samjhu jab aap kisi group ke bare main nahi jante  vaisa nahi feel karte to aap nahi bol sakte galat shalat,Not-Hope
2812,Attract nhi ho rha to gadabad hai😀😀😀,Not-Hope
3014,Transgender me hijda kinner ek part hai isme transmen transwomen intersex non-binary bhi aate hai .....LGBTQIA,Not-Hope
2786,You are my God Sir,Not-Hope
2236,Ji sir hame bhi ye sab jankari pata nhi tha apko dil se dhanyawad 👍👍🙏🙏🙏🙏👍👍👍🙏👍👍ap yoo hi knowledge Wale video la te rahe 🙏👍,Not-Hope
936,Ek baat samajh me nahi aarahi hai ke Jo ladke ya ladkiya angrezi padh leti Hain wahi Kyu aisi harkato ka shikaar hoti Hain,Not-Hope
2755,Gay kisi normal ladki k sath sex kr sakta hai ya nhi plz tell me sr,Not-Hope
3120,Ap kamal hai sir🙏🙏🙏🙏🙏🙏,Not-Hope
1332,"ha aap shi hai, but reaserch papers ne btaya hai ki ham monogamist (ek sathi) nhi hai
ham any jivo se alag nahin hain yadi aap ise is tarah se deke ki  pyar sirph ek samajik nirman hai, ek vyakti jo lgatar aapke aas-pas ho usse lgav ho jata hai
jo kisi bhi vyakti ke lie kabhi bhi bdal skta hai..,hme jivan  me1 se adhik logo se  pyaar ho jata hai, ryt?...aapko kya lgta hai?",Not-Hope
1934,After (shubh mangal jayada savdhan) 😂😂😂,Not-Hope
935,Kya samjhaya sir thank you,Not-Hope
566,5.10 MINS...मैं माल तो नहीं हूँ....मैं तो एक अफसर के उसमे आयी हूँ....😂😂😂,Not-Hope
1854,"@luxmi and @comingsoon 
Theek h phele hm apko bura bhala bol dete h fir bol denge ki bura nahi manna ok .",Not-Hope
2593,Hetro nehi hai sir... Please hetero sextual,Not-Hope
1645,आवाज़ गूंज रही है,Not-Hope
2269,1:06 To sir ji iska matlab ki Homo sexual log gadbad hai ? 😶,Not-Hope
1792,"Shemale ... Kise Kehte Hai .. Sir 
Yai Kisme Aata Hai ... Aapne Bataya Nhi ....",Not-Hope
1430,मीठे क्या होते है फिर?,Not-Hope
2483,Sir me apka abharee rahunga,Not-Hope
1013,Usey femboy bolte hai,Not-Hope
1928," @Alveera Chouhan  वाह वाह पधारो म्हारे देश, फेसबुक में आपको  एड करू जी ??",Not-Hope
2408,आपने तो जान लगा दी समझाने में. 🙏 🙏 🙏,Not-Hope
126, @patel praful  kuch nhi hota hai himaat nhi harni hai bass ab meri family bhi mujhe support nhi krti aur bohot warning dete hai phir bhii mai apna education complete hone tak seh rha hu sab,Hope
2241,Sir plss teen talaaq k baare mei btaye 🙏🙏mujhe ajtak samajh nai aya ye 3 talaaq  akhir hota kya hai....,Not-Hope
1347,"Sick mind sick video..
Bas yehi tumhara dharam hai...",Not-Hope
355,Chutiye saare,Not-Hope
827,"Apne bilkul sahi kaha wakt sabka aata hai
Kuch log transgender ko disabled people ka mazak bnate hai
Ye bahut hi sharmnaak hai
Hame unki taklif ko samjhna chahiye unki respect krni chahiye",Hope
1639,hi sir diebties ke bare me vistar se samjhaeeye please,Not-Hope
984,Bhai koi mently nahi hota he. Ye nuturl hota he filings hoti he inki ap kuchi  bhi mat boliye ji ok apke sajane me thoda frk he,Hope
362,gajal to puri. ldki lge,Not-Hope
345,A am a transman agr aap ko LGBT ko leke kuch bhi puchna ho to mere se puch skte ho mai is group ka member hu hmara group India ka sbse bda group h,Hope
2592,2.7k homosexual disliked the video😂😂😂😂,Not-Hope
2716,Kuch log bacchon ke sath sexual relation banate hain unko kya Kahate Hain sar Jarur bataen,Not-Hope
711, @ERBIUM  badtameez sharam nahi aati kisi ladki ko aise bolte hue,Not-Hope
2702, @Hippo's PooP  hi,Not-Hope
10,I'm transman... Mujhe class 11 me patta chall....  Mam ka batta sunka himmat mila hai for come out.. 🙂🙂,Hope
2582,Nice video sir,Not-Hope
2116,Khatmal ka btaye,Not-Hope
1834,"Sir ne mental disorder nahi bataya. Wo bata rahe hain ki ye sab mentally hota hai, physically naho hota",Not-Hope
793,Jiske sarij ek or bhawana alag hota he wo karte he aap ladke ho par ldkiwala feeling aati ho to karni  hey barna nahi,Not-Hope
2954,Manyata to mil gayi hai n sir,Not-Hope
94,Sale ladke se ladki ban gaye,Not-Hope
129,Good work app acche che staddy camplit karo,Not-Hope
2397,Bhai Saab pata h Khan sir bhut talented h iska Matlab nhi har chiz m usko jankaari h ..bhaisaab itna bhi chamcha giri mat kro ki Banda har chiz ke baare m perfectly Bata de,Not-Hope
3100,Oooo,Not-Hope
1900,Khan sir ne tomboy ka jikr kiya tha. Ladki ho kar v keise larko ki tarah rahta he ye bataya. Thik usi prakar ek larke k andar v larkion jeisa feelings hota he. Kuchh larke larkion k kapre pehen kar achha lagta he unhe. Sirji mental kah rahe the. Matlab man se hota he. Par sharir par hormone ki asar par v baat karna chahiye tha is topic par.,Not-Hope
2805,App vi Han kya,Not-Hope
1932,Selfsexual bhi…jo kuch ki hi maarta hai 🤣,Not-Hope
2299,इथेनॉल् के बारे में बताये,Not-Hope
1865,Khan sir next class Lelo plz,Not-Hope
1658, @Anindita Karmakar  larke se sadi.. Ata india tar upr bengal parar lok taria dbe jhata mere,Not-Hope
516,kyu apni khushi k liye krna pagl hota h,Hope
1857, @Luxmi  bura bolke aur dil dukhake yeh jaante huye ki bura lagega...tabh bhi bola..isko khud kissi psychiatrist ko dikhana chahiye..he is a homophobe..,Hope
1277,खान सर जी ऐसी बात जज को भी समझनी चाहिए जब वह बलात्कार के आरोपी। को।  सज़ा देते हैं,Not-Hope
950,आप ने बहुत अच्छा समझाया सर 🙏🏾,Not-Hope
1120, @Harry Choudhary  apka comment  host k liye tha?,Not-Hope
2204,"हर रोज अपने आप को बीते हुए कल से बेहतर बनाओ, देखना एक दिन आप काफी बेहतर बन जाओगे।",Not-Hope
419, @Karan Kumar  bhai soch badlo aap . Talibani mindset se bahar niklo.,Not-Hope
922,"धन्यवाद सर 
  👏👏👏 आपके बारे में क्या लिखू, हमसे सम्भव नहीं है ।",Not-Hope
2355,50 toh na hee hai... bharat hai ye america nahi,Not-Hope
477,I am transman mai surjery krana chahta hu but mere pass pyese nhi h 😔😔😔😔😔,Hope
2035,Dear Sir.. Intersex logo me penish+vagina dono hote hain.lekin upper body male ki hogi ya female ki🙏,Not-Hope
2332,Thanks sir muje to in ke bare में pta hi nhi ta,Not-Hope
1692, @Vladirmir Putin  areeee... Default chicha aap yahan...,Not-Hope
2817,Shemale kya hota hai.......,Not-Hope
1471,Shemale kisko bolte hai ?,Not-Hope
1202,"ha aap shi hai, but reaserch papers ne btaya hai ki ham monogamist (ek sathi) nhi hai
ham any jivo se alag nahin hain yadi aap ise is tarah se deke ki  pyar sirph ek samajik nirman hai, ek vyakti jo lgatar aapke aas-pas ho usse lgav ho jata hai
jo kisi bhi vyakti ke lie kabhi bhi bdal skta hai..hme jivan  me1 se adhik logo se  pyaar ho jata hai, ryt?...aapko kya lgta hai?",Not-Hope
